the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta2010,nta2020,council,schooldist,policeprct,ct2010,ct2020,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasouce,uid
0101000020E61000006A63D3748E7952C0E541EF8F176E4440,0101000020110F00006E84EEA9A0615FC1FC8FE3DABB0A5341,VOLUNTEERS OF AMERICA GREATER NEW YORK INC,2388,CRESTON AVENUE,2388 CRESTON AVENUE,BRONX,10468,BRONX,2,2127427,2031650010,205,BX40,BX0503,14,10,46,023703,023703,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,VOLUNTEERS OF AMERICA GREATER NEW YORK INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8600940627,-73.899319846,1012099.6312,252649.046275,moeo_socialservicesitelocations,05a5ab9db1077b2109e4f4fad17f4dd5
0101000020E61000005BA68AC4897D52C0FCE20B192C4F4440,0101000020110F00003F6C171164685FC196C83C4C13E85241,OHEL CHILDREN'S HOME AND FAMILY SERVICES INC.,1268,EAST 14 STREET,1268 EAST 14 STREET,BROOKLYN,11230,BROOKLYN,3,3180645,3067330035,314,BK43,BK1403,44,21,70,076800,076800,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,OHEL CHILDREN'S HOME AND FAMILY SERVICES INC.,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.6185332589,-73.9615336756,994929.007506,164627.072243,moeo_socialservicesitelocations,0730ff758f373e1767facd24a1c182b7
0101000020E6100000E6BB8BF08C7852C0F8CB6A7FD96B4440,0101000020110F0000108FE83EEB5F5FC1CC94DA4A37085341,PHIPPS NEIGHBORHOODS INC,912,EAST 178 STREET,912 EAST 178 STREET,BRONX,10460,BRONX,2,2113165,2031210046,206,BX17,BX0601,17,12,48,036300,036300,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,PHIPPS NEIGHBORHOODS INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8425750035,-73.8836022723,1016455.82538,246271.578612,moeo_socialservicesitelocations,0afeeb611f3fb215571accc179a06d1c
0101000020E6100000369AEB54E77752C088BE2A3799704440,0101000020110F0000FB1AACF1D15E5FC161062A828C0D5341,POSTGRADUATE CENTER FOR MENTAL HEALTH,3525,HULL AVENUE,3525 HULL AVENUE,BRONX,10467,BRONX,2,2018639,2033560099,207,BX43,BX0703,11,10,52,043100,043102,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,POSTGRADUATE CENTER FOR MENTAL HEALTH,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8796757656,-73.8734943674,1019233.03574,259792.686071,moeo_socialservicesitelocations,0c1c6f379f99c7aa9c39cdd38d9ebde0
0101000020E6100000520222E0A87D52C0E83E522B14534440,0101000020110F0000C0760DE898685FC1AE653E8472EC5241,CAMBA INC,1720,CHURCH AVENUE,1720 CHURCH AVENUE,BROOKLYN,11226,BROOKLYN,3,3341487,3050970085,314,BK42,BK1401,40,17,70,051200,051200,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,CAMBA INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.6490530154,-73.9634323438,994397.258208,175746.01356,moeo_socialservicesitelocations,0d124f55580af460de846d23d04c349e
0101000020E6100000BDDC1DFEDB7E52C0190F6DDFF1574440,0101000020110F0000B2586793A26A5FC195A41559E5F15241,"INSTITUTE FOR COMMUNITY LIVING, INC.",50,NEVINS STREET,50 NEVINS STREET,BROOKLYN,11217,BROOKLYN,3,3000556,3001727501,302,BK38,BK0202,33,15,84,004100,004100,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,"INSTITUTE FOR COMMUNITY LIVING, INC.",,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.687068871,-73.9821772849,989192.85571,189594.650786,moeo_socialservicesitelocations,0d28ed222f1d7e60799ff1ce4027a804
0101000020E6100000A69C7FF1067C52C0447526AD656B4440,0101000020110F0000B79DB101D3655FC1E2EDAA44B5075341,SERVICES FOR THE UNDERSERVED INC,2148,AMSTERDAM AVENUE,2148 AMSTERDAM AVENUE,NEW YORK,10032,MANHATTAN,1,1062987,1021230067,112,MN36,MN1201,10,06,33,025100,025100,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,SERVICES FOR THE UNDERSERVED INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8390404168,-73.9379237892,1001426.64332,244968.485281,moeo_socialservicesitelocations,0db83f8f627e61b4daa482c52eeb2edf
0101000020E6100000B870446A907E52C015A864A2C85C4440,0101000020110F00002D7C2233226A5FC158B4163251F75241,THE DOOR-A CENTER OF ALTERNATIVES INC,710,EAST 9 STREET,710 EAST 9 STREET,NEW YORK,10009,MANHATTAN,1,1004530,1003780010,103,MN28,MN0303,2,01,9,002602,002602,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,THE DOOR-A CENTER OF ALTERNATIVES INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.7248728744,-73.9775643986,990468.641101,203368.077877,moeo_socialservicesitelocations,0e62d074d08a413b297417fe6d7f8cf7
0101000020E6100000AF767410028552C029C963CBA0524440,0101000020110F00009E1B7C4B14755FC173FBBF5EF1EB5241,PROJECT HOSPITALITY INC,150,RICHMOND TERRACE,150 RICHMOND TERRACE,STATEN ISLAND,10301,STATEN ISLAND,5,5000104,5000120001,501,SI22,SI0101,49,31,120,000700,000700,DROP-IN CENTERS,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,PROJECT HOSPITALITY INC,,,NYC Department of Social Services,NYCDSS,City,0,,40.6455320588,-74.0782509936,962534.775668,174470.813649,moeo_socialservicesitelocations,0eac4569619ff83e60e7b291643b2522
0101000020E610000066A35B79577C52C0ACA7126197684440,0101000020110F00001241CECB5B665FC1123C160B8F045341,"IRIS HOUSE: A CENTER FOR WOMEN LIVING WITH HIV, INC.",2348,ADAM CLAYTON POWELL JR BOULEVARD,2348 ADAM CLAYTON POWELL JR BOULEVARD,NEW YORK,10030,MANHATTAN,1,1060221,1020230033,110,MN03,MN1002,9,05,32,022800,022800,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,"IRIS HOUSE: A CENTER FOR WOMEN LIVING WITH HIV, INC.",,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8171197261,-73.9428389925,1000071.80598,236981.050618,moeo_socialservicesitelocations,0f88f8095ba6b0f6966a29cced1abb62
0101000020E6100000095F791BED7952C0358425CF02554440,0101000020110F0000A552207041625FC1D4B7CC469CEE5241,CAMBA INC,603,MOTHER GASTON BOULEVARD,603 MOTHER GASTON BOULEVARD,BROOKLYN,11212,BROOKLYN,3,3416956,3037940028,316,BK81,BK1602,41,23,73,091000,091000,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,CAMBA INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.6641482291,-73.9050968818,1010578.96126,181257.764215,moeo_socialservicesitelocations,0fdf8c2a9a4da5808d4c9248b22db083
0101000020E61000009EDF67D5C67652C05A990848CB724440,0101000020110F00003919A6E6E75C5FC19A7A6FF303105341,PRAXIS HOUSING INITIATIVES INC,4339,WHITE PLAINS ROAD,4339 WHITE PLAINS ROAD,BRONX,10466,BRONX,2,2118535,2050390007,212,BX62,BX1203,11,11,47,041800,041800,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,PRAXIS HOUSING INITIATIVES INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.896828655,-73.8558858408,1024092.09617,266049.691546,moeo_socialservicesitelocations,1042507df7c1087c43c1c63d47ed9029
0101000020E6100000FEFBFFDD0D7C52C0EFE76E6B4B664440,0101000020110F0000184577C4DE655FC14F8E214FFB015341,"COLUMBA SERVICES,  INC.",209,EAST 118 STREET,209 EAST 118 STREET,NEW YORK,10035,MANHATTAN,1,1054517,1017830005,111,MN34,MN1102,8,04,25,018800,018800,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,"COLUMBA SERVICES,  INC.",,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.7991766257,-73.9383463858,1001319.9321,230444.588168,moeo_socialservicesitelocations,11f2b15a8e384b074cae14ba9d8ac869
0101000020E6100000A2AC65AC797F52C0A54DBAC9A4604440,0101000020110F0000F4D89769AE6B5FC17673FED6A4FB5241,URBAN PATHWAYS INC,575,EIGHTH AVENUE,575 EIGHTH AVENUE,NEW YORK,10018,MANHATTAN,1,1013644,1007620033,104,MN15,MN0402,3,02,14,011500,011500,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,URBAN PATHWAYS INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.7550289304,-73.9918013561,986521.45031,214354.19496,moeo_socialservicesitelocations,12612a3966ccbee99420ca45dc851fe0
0101000020E610000031403A81677F52C0737B518947584440,0101000020110F0000E10E1D8D8F6B5FC10020C54B45F25241,ST VINCENT'S SERVICES INC,66,BOERUM PLACE,66 BOERUM PLACE,BROOKLYN,11201,BROOKLYN,3,3002801,3002770001,302,BK09,BK0201,33,15,84,000900,000900,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,ST VINCENT'S SERVICES INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.6896831177,-73.9906924309,986831.209853,190546.7315,moeo_socialservicesitelocations,143e0d40e1f1aae16bc0d0990a4b416e
0101000020E6100000FBE9FF97287D52C081156B5244634440,0101000020110F0000221FC801BF675FC157DB4ADD95FE5241,NEIGHBORHOOD COALITION FOR SHELTER INC,211,EAST 81 STREET,211 EAST 81 STREET,NEW YORK,10028,MANHATTAN,1,1048555,1015270006,108,MN32,MN0803,5,02,19,013800,013800,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,NEIGHBORHOOD COALITION FOR SHELTER INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.77552252,-73.9556026461,996546.588839,221823.696386,moeo_socialservicesitelocations,14a4a5aa8a7d5be1d88c0f1d28b66604
0101000020E6100000D5F1A57B697A52C007C51A35DF6C4440,0101000020110F0000E3B3DDB314635FC1849BCB1E5D095341,THE JERICHO PROJECT,89,WEST TREMONT AVENUE,89 WEST TREMONT AVENUE,BRONX,10453,BRONX,2,2114451,2028690047,205,BX36,BX0501,14,10,46,024300,024300,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,THE JERICHO PROJECT,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8505617501,-73.9126881711,1008405.21621,249172.093111,moeo_socialservicesitelocations,154f23905b6340e3d800b5c44be497de
0101000020E6100000C02726B1107D52C025A399337B694440,0101000020110F0000E1574C6896675FC1E04891B98E055341,THE FORTUNE SOCIETY INC,625,WEST 140 STREET,625 WEST 140 STREET,NEW YORK,10031,MANHATTAN,1,1089154,1020880016,109,MN04,MN0903,7,06,30,022500,022500,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,THE FORTUNE SOCIETY INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8240723135,-73.954143798,996941.381458,239512.289477,moeo_socialservicesitelocations,16284dfa7c930bf54d5ca66da03c7100
0101000020E610000098767D6C8A7E52C0A6CE1A9BE1644440,0101000020110F00004215DC05186A5FC13D71746A65005341,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,2345,BROADWAY,2345 BROADWAY,NEW YORK,10024,MANHATTAN,1,1081052,1012330011,107,MN12,MN0702,6,03,20,017100,017100,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.7881349447,-73.9771987172,990564.000272,226416.536286,moeo_socialservicesitelocations,177db5272f0e65282d62c6580db7b5db
0101000020E61000002729DC47AB7C52C00970FDE600594440,0101000020110F00007DB36F26EA665FC1A484CAED14F35241,CAMBA INC,854,MYRTLE AVENUE,854 MYRTLE AVENUE,BROOKLYN,11206,BROOKLYN,3,3391267,3017550020,303,BK75,BK0301,36,14,79,025901,025901,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,CAMBA INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.6953400362,-73.947954144,998682.325923,192611.863522,moeo_socialservicesitelocations,1800d05ef42f592869a3b98c6861d34f
0101000020E61000009D411DAE7F7C52C0BD8C903A58674440,0101000020110F000084891617A0665FC1766725E928035341,WESTON UNITED COMMUNITY RENEWAL INC.,290,LENOX AVENUE,290 LENOX AVENUE,NEW YORK,10027,MANHATTAN,1,1053487,1017220069,110,MN11,MN1001,9,05,28,020000,020000,SUPPORTED HOUSING-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,WESTON UNITED COMMUNITY RENEWAL INC.,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.807380028,-73.945292977,999394.774799,233432.098036,moeo_socialservicesitelocations,1a403f68768bc06aa88c72cb9e1e73fd
0101000020E610000031A84240F07C52C0715596C7CC674440,0101000020110F000096EE9B4D5F675FC1F50502B1AB035341,ALI FORNEY CENTER,321,WEST 125 STREET,321 WEST 125 STREET,NEW YORK,10027,MANHATTAN,1,1059310,1019520019,110,MN11,MN1001,9,05,28,025700,025700,DROP-IN CENTER,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,ALI FORNEY CENTER,,,NYC Department of Youth and Community Development,NYCDYCD,City,0,,40.810936879,-73.9521637587,997491.999979,234726.871624,moeo_socialservicesitelocations,1a65ad5aee6f6ea6a9c095f4706d6911
0101000020E61000000724070F6D7852C06D502FE21F574440,0101000020110F00009EB9BF17B55F5FC196E7172AFAF05241,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,3060,FULTON STREET,3060 FULTON STREET,BROOKLYN,11208,BROOKLYN,3,3402450,3039580020,305,BK82,BK0501,37,19,75,116800,116800,HOMEBASE HOMELESSNESS PREVENTION,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,,,NYC Department of Social Services,NYCDSS,City,0,,40.6806605083,-73.8816564148,1017073.91635,187281.568077,moeo_socialservicesitelocations,0b7963c15c7891aee91f2c8e14ba1375
0101000020E6100000C5AD105BCF7E52C0C5B270CAB8574440,0101000020110F000041DB571C8D6A5FC1558E456AA5F15241,LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK INC,510,ATLANTIC AVENUE,510 ATLANTIC AVENUE,BROOKLYN,11217,BROOKLYN,3,3000979,3001850019,302,BK38,BK0202,33,15,84,003900,003900,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK INC,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.685326867,-73.9814059893,989406.897398,188960.03252,moeo_socialservicesitelocations,1c4d048157a8fc84ad5146e9d02086bd
0101000020E61000003DB1FA9BB57C52C00DE93C6E9A674440,0101000020110F00008D2DBDB1FB665FC1A900C33173035341,SAFE HORIZON INC,209,WEST 125 STREET,209 WEST 125 STREET,NEW YORK,10027,MANHATTAN,1,1058660,1019310027,110,MN11,MN1001,9,05,28,022200,022200,DROP-IN CENTER,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,SAFE HORIZON INC,,,NYC Department of Youth and Community Development,NYCDYCD,City,0,,40.8094003488,-73.9485845521,998483.122311,234167.620438,moeo_socialservicesitelocations,1d0dfc8dfe036d73096354d7dbb4c353
0101000020E61000007210EC0ED47A52C0043E061E766C4440,0101000020110F00001F9240BBC9635FC10CD3F520E7085341,"THE PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SER",1628,UNIVERSITY AVENUE,1628 UNIVERSITY AVENUE,BRONX,10453,BRONX,2,2008825,2028760082,205,BX36,BX0501,14,09,46,021502,021502,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,"THE PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SER",,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.8473546535,-73.9191930112,1006606.7009,248001.899756,moeo_socialservicesitelocations,1d15e2cb192fc2df83008ddfe4069873
0101000020E6100000BFD2EDD4E17E52C0F7B6829F035C4440,0101000020110F00000E2E7E7EAC6A5FC16326D56B74F65241,"BOWERY RESIDENTS' COMMITTEE, INC.",93,PITT STREET,93 PITT STREET,NEW YORK,10002,MANHATTAN,1,1004101,1003440065,103,MN28,MN0302,2,01,7,002201,002201,"SUPPORTED HOUSING-OMH, SUPPORTED SRO-OMH, NON-MEDICAID CARE COORDINATION (OMH)-OMH",NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,"BOWERY RESIDENTS' COMMITTEE, INC.",,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.718860568,-73.982533676,989091.706626,201177.295919,moeo_socialservicesitelocations,1dc81e0bf86bed6a0d7be8f03cf2831f
0101000020E6100000CD8839F3B57E52C0CF058B4A4F5C4440,0101000020110F0000DB70EAF4616A5FC1BE7EC336C9F65241,HENRY STREET SETTLEMENT,290,EAST THIRD STREET,290 EAST THIRD STREET,NEW YORK,10009,MANHATTAN,1,1004358,1003720018,103,MN28,MN0303,2,01,9,002202,002202,SUPPORTED SRO-OMH,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,HENRY STREET SETTLEMENT,,,NYC Department of Health and Mental Hygiene,NYCDOHMH,City,0,,40.7211697748,-73.9798553527,989833.950743,202018.770185,dfta_contracts,20a38542ac1d9ca846a7e650678d4939
0101000020E6100000881E7600A77852C03A021D54FC564440,0101000020110F0000A812D48317605FC109288958D2F05241,CYPRESS HILLS LOCAL DEVELOPMENT CORP. INC.,2966,FULTON STREET,2966 FULTON STREET,BROOKLYN,11208,BROOKLYN,3,3087997,3039540019,305,BK82,BK0501,37,19,75,117000,117000,HOUSING SUPPORT,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,HUMAN SERVICES,HEALTH AND HUMAN SERVICES,Local,CYPRESS HILLS LOCAL DEVELOPMENT CORP. INC.,,,NYC Department of Youth and Community Development,NYCDYCD,City,0,,40.6795754564,-73.8851929817,1016093.52866,186884.947347,moeo_socialservicesitelocations,20cd481c85eb4a86249c39c8d5d0e593
